codigo_ocorrencia,codigo_ocorrencia1,codigo_ocorrencia2,codigo_ocorrencia4,ocorrencia_classificacao,ocorrencia_cidade,ocorrencia_uf,ocorrencia_aerodromo,ocorrencia_dia,ocorrencia_hora,investigacao_aeronave_liberada,investigacao_status,divulgacao_relatorio_numero,divulgacao_relatorio_publicado,divulgacao_dia_publicacao,outras,
60930,60930,60930,60930,INCIDENTE GRAVE,ARARAS,SP,SDAA,25/03/2016,12:50:00,SIM,FINALIZADA,IG-054/CENIPA/2016,SIM,2017-10-27,,
60944,60944,60944,60944,INCIDENTE,SÃO JOSÉ DOS CAMPOS,SP,SBSJ,25/03/2016,13:40:00,SIM,FINALIZADA,***,NÃO,NULL,,
60954,60954,60954,60954,ACIDENTE,FEIRA DE SANTANA,BA,SBFE,26/03/2016,16:00:00,SIM,NULL,NULL,NÃO,NULL,,
60927,60927,60927,60927,INCIDENTE GRAVE,PORTO DE MOZ,PA,****,27/03/2016,00:26:00,NULL,FINALIZADA,IG-055/CENIPA/2016,SIM,2021-11-16,,
60948,60948,60948,60948,INCIDENTE,PIRACICABA,SP,SDPW,27/03/2016,16:35:00,SIM,FINALIZADA,***,NÃO,NULL,,
60951,60951,60951,60951,ACIDENTE,SÃO PAULO,SP,SBMT,27/03/2016,18:35:00,SIM,FINALIZADA,A-056/CENIPA/2016,SIM,2017-08-01,,
60956,60956,60956,60956,ACIDENTE,SALTO DE PIRAPORA,SP,SDBN,27/03/2016,16:30:00,SIM,ATIVA,A-057/CENIPA/2016,NÃO,NULL,,
60947,60947,60947,60947,ACIDENTE,LUIZ ALVES,SC,****,30/03/2016,10:00:00,SIM,FINALIZADA,A-058/CENIPA/2016,SIM,2018-05-17,,
60972,60972,60972,60972,INCIDENTE,GOIÂNIA,GO,SBNV,01/04/2016,20:30:00,***,FINALIZADA,***,NÃO,NULL,,
60955,60955,60955,60955,ACIDENTE,TATUÍ,SP,SDTF,02/04/2016,18:50:00,SIM,NULL,NULL,NÃO,NULL,,
60966,60966,60966,60966,INCIDENTE,IBITINGA,SP,SDIG,02/04/2016,13:00:00,SIM,FINALIZADA,***,NÃO,NULL,,
60980,60980,60980,60980,ACIDENTE,BARREIRINHAS,MA,SSRS,02/04/2016,14:12:00,SIM,FINALIZADA,A-060/CENIPA/2016,SIM,2017-06-22,,
60976,60976,60976,60976,INCIDENTE GRAVE,VILA VELHA,ES,****,03/04/2016,19:30:00,SIM,NULL,NULL,NÃO,NULL,,
60988,60988,60988,60988,INCIDENTE,PARAGOMINAS,PA,****,03/04/2016,12:00:00,SIM,FINALIZADA,***,NÃO,NULL,,
60974,60974,60974,60974,ACIDENTE,MACAPÁ,AP,****,04/04/2016,10:14:00,SIM,FINALIZADA,A-061/CENIPA/2016,SIM,2018-11-07,,
60981,60981,60981,60981,ACIDENTE,LUCAS DO RIO VERDE,MT,SDYF,04/04/2016,12:30:00,NULL,FINALIZADA,A-062/CENIPA/2016,SIM,2019-09-03,,
60975,60975,60975,60975,ACIDENTE,AMAJARI,RR,SWAQ,05/04/2016,16:05:00,SIM,FINALIZADA,A-063/CENIPA/2016,SIM,2017-06-22,,
60997,60997,60997,60997,ACIDENTE,BALSAS,MA,****,06/04/2016,10:05:00,SIM,FINALIZADA,A-064/CENIPA/2016,SIM,2017-08-01,,
60983,60983,60983,60983,ACIDENTE,UIRAMUTÃ,RR,SJLO,09/04/2016,19:30:00,SIM,FINALIZADA,A-065/CENIPA/2016,SIM,2018-07-27,,
60984,60984,60984,60984,ACIDENTE,TATUÍ,SP,SDTF,09/04/2016,15:14:00,SIM,NULL,NULL,NÃO,NULL,,
60998,60998,60998,60998,INCIDENTE,BELO HORIZONTE,MG,SBPR,09/04/2016,19:00:00,SIM,FINALIZADA,***,NÃO,NULL,,
61004,61004,61004,61004,INCIDENTE,JOÃO PINHEIRO,MG,SNYS,11/04/2016,18:00:00,SIM,FINALIZADA,***,NÃO,NULL,,
60992,60992,60992,60992,INCIDENTE,GUARULHOS,SP,SBGR,12/04/2016,11:30:00,SIM,FINALIZADA,***,NÃO,NULL,,
60994,60994,60994,60994,INCIDENTE,SÃO PAULO,SP,SBMT,13/04/2016,19:40:00,SIM,FINALIZADA,***,NÃO,NULL,,
61001,61001,61001,61001,ACIDENTE,SANTA TEREZINHA DE ITAIPU,PR,SWIT,13/04/2016,16:15:00,SIM,FINALIZADA,A-066/CENIPA/2016,SIM,2017-08-01,,
61015,61015,61015,61015,ACIDENTE,PEDRA PRETA,MT,****,13/04/2016,21:00:00,SIM,FINALIZADA,A-067/CENIPA/2016,SIM,2017-05-26,,
60996,60996,60996,60996,INCIDENTE,SÃO PAULO,SP,SBSP,14/04/2016,10:06:00,SIM,FINALIZADA,***,NÃO,NULL,,
61000,61000,61000,61000,INCIDENTE,SÃO PAULO,SP,SBSP,14/04/2016,19:42:00,SIM,FINALIZADA,***,NÃO,NULL,,
61002,61002,61002,61002,INCIDENTE,BELO HORIZONTE,MG,SBBH,14/04/2016,13:50:00,SIM,FINALIZADA,***,NÃO,NULL,,
61006,61006,61006,61006,INCIDENTE,JUNDIAÍ,SP,SBJD,14/04/2016,19:35:00,SIM,FINALIZADA,***,NÃO,NULL,,
61009,61009,61009,61009,INCIDENTE,FORTALEZA,CE,SBFZ,16/04/2016,20:35:00,SIM,FINALIZADA,***,NÃO,NULL,,
61007,61007,61007,61007,INCIDENTE,CAMPOS DOS GOYTACAZES,RJ,SBFS,18/04/2016,19:30:00,SIM,FINALIZADA,***,NÃO,NULL,,
65200,65200,65200,65200,ACIDENTE,PORTO MURTINHO,MS,****,18/04/2016,14:30:00,SIM,FINALIZADA,A-071/CENIPA/2016,SIM,2017-05-26,,
61003,61003,61003,61003,ACIDENTE,BOA VISTA,RR,****,19/04/2016,10:08:00,SIM,FINALIZADA,A-072/CENIPA/2016,SIM,2017-06-22,,
61008,61008,61008,61008,INCIDENTE GRAVE,PONTA GROSSA,PR,****,19/04/2016,15:10:00,SIM,FINALIZADA,IG-070/CENIPA/2016,SIM,2017-06-22,,
61010,61010,61010,61010,ACIDENTE,MANAUS,AM,SWFN,21/04/2016,20:00:00,SIM,FINALIZADA,A-074/CENIPA/2016,SIM,2017-08-01,,
61012,61012,61012,61012,ACIDENTE,PORTO SEGURO,BA,SBTV,21/04/2016,14:40:00,SIM,FINALIZADA,A - 073/CENIPA/2016,SIM,2017-05-02,,
61033,61033,61033,61033,INCIDENTE GRAVE,ANGRA DOS REIS,RJ,SDAG,21/04/2016,16:45:00,SIM,ATIVA,IG-075/CENIPA/2016,NÃO,NULL,,
61043,61043,61043,61043,INCIDENTE,ANGRA DOS REIS,RJ,SDAG,21/04/2016,19:50:00,SIM,FINALIZADA,***,NÃO,NULL,,
61011,61011,61011,61011,INCIDENTE,MANAUS,AM,SBEG,22/04/2016,15:57:00,SIM,FINALIZADA,***,NÃO,NULL,,
61042,61042,61042,61042,ACIDENTE,RIO DE JANEIRO,RJ,####,22/04/2016,14:50:00,SIM,FINALIZADA,A-077/CENIPA/2016,SIM,2017-10-27,,
61070,61070,61070,61070,INCIDENTE GRAVE,REDENÇÃO,PA,SNDC,22/04/2016,18:30:00,SIM,FINALIZADA,IG-076/CENIPA/2016,SIM,2017-05-26,,
61031,61031,61031,61031,ACIDENTE,PIRAQUARA,PR,SISY,25/04/2016,13:58:00,SIM,FINALIZADA,A-078/CENIPA/2016,SIM,2019-05-16,,
65192,65192,65192,65192,INCIDENTE,CURITIBA,PR,SBBI,25/04/2016,18:00:00,SIM,FINALIZADA,***,NÃO,NULL,,
61025,61025,61025,61025,INCIDENTE,RECIFE,PE,SBRF,26/04/2016,23:30:00,SIM,FINALIZADA,***,NÃO,NULL,,
61051,61051,61051,61051,ACIDENTE,ARENÁPOLIS,MT,****,26/04/2016,19:30:00,SIM,FINALIZADA,A-079/CENIPA/2016,SIM,2018-07-27,,
61030,61030,61030,61030,INCIDENTE,BREVES,PA,SNVS,27/04/2016,15:12:00,SIM,FINALIZADA,***,NÃO,NULL,,
61037,61037,61037,61037,INCIDENTE,PORTO ALEGRE,RS,SBPA,27/04/2016,19:15:00,SIM,FINALIZADA,***,NÃO,NULL,,
61052,61052,61052,61052,INCIDENTE,SÃO PAULO,SP,SBSP,28/04/2016,23:13:00,SIM,FINALIZADA,***,NÃO,NULL,,
61073,61073,61073,61073,ACIDENTE,CAMPOS DOS GOYTACAZES,RJ,****,28/04/2016,13:30:00,SIM,ATIVA,A-080/CENIPA/2016,NÃO,NULL,,
61080,61080,61080,61080,INCIDENTE,BRASÍLIA,DF,SBBR,28/04/2016,18:48:00,SIM,FINALIZADA,***,NÃO,NULL,,
65186,65186,65186,65186,ACIDENTE,GUAPÉ,MG,****,30/04/2016,18:00:00,SIM,NULL,NULL,NÃO,NULL,,
61053,61053,61053,61053,ACIDENTE,VIAMÃO,RS,****,01/05/2016,16:15:00,SIM,FINALIZADA,A-081/CENIPA/2016,SIM,2017-08-01,,
61079,61079,61079,61079,ACIDENTE,PONTA GROSSA,PR,SBPG,01/05/2016,19:15:00,SIM,FINALIZADA,A-082/CENIPA/2016,SIM,2017-05-02,,
61071,61071,61071,61071,ACIDENTE,SANTOS,SP,****,02/05/2016,15:12:00,SIM,FINALIZADA,A-083/CENIPA/2016,SIM,2017-08-01,,
65180,65180,65180,65180,INCIDENTE,PORTO ALEGRE,RS,SBPA,04/05/2016,02:40:00,***,FINALIZADA,***,NÃO,NULL,,
61075,61075,61075,61075,INCIDENTE,CAJAMAR,SP,****,05/05/2016,19:00:00,SIM,FINALIZADA,***,NÃO,NULL,,
65190,65190,65190,65190,INCIDENTE,FLORIANÓPOLIS,SC,SBFL,06/05/2016,20:24:00,SIM,FINALIZADA,***,NÃO,NULL,,
65185,65185,65185,65185,INCIDENTE,RECIFE,PE,SBRF,10/05/2016,11:24:00,SIM,FINALIZADA,***,NÃO,NULL,,
65198,65198,65198,65198,INCIDENTE GRAVE,CACOAL,RO,SSKW,13/05/2016,19:19:00,SIM,FINALIZADA,IG-084/CENIPA/2016,SIM,2019-03-11,,
65202,65202,65202,65202,INCIDENTE,UBERLÂNDIA,MG,SBUL,13/05/2016,12:20:00,SIM,FINALIZADA,***,NÃO,NULL,,
65203,65203,65203,65203,INCIDENTE GRAVE,CAMPINAS,SP,SDAM,14/05/2016,12:30:00,SIM,FINALIZADA,IG-085/CENIPA/2016,SIM,2017-08-01,,
65229,65229,65229,65229,INCIDENTE,PORTO ALEGRE,RS,SBPA,15/05/2016,15:30:00,SIM,FINALIZADA,***,NÃO,NULL,,
65210,65210,65210,65210,ACIDENTE,AVARÉ,SP,****,16/05/2016,15:00:00,SIM,NULL,NULL,NÃO,NULL,,
65218,65218,65218,65218,ACIDENTE,UNAÍ,MG,****,17/05/2016,11:30:00,NULL,FINALIZADA,A-086/CENIPA/2016,SIM,2020-10-29,,
65259,65259,65259,65259,ACIDENTE,IMBUIA,SC,****,23/05/2016,13:00:00,SIM,NULL,NULL,NÃO,NULL,,
65244,65244,65244,65244,ACIDENTE,GOIANÁ,MG,****,26/05/2016,18:10:00,SIM,FINALIZADA,A-087/CENIPA/2016,SIM,2020-04-22,,
65272,65272,65272,65272,INCIDENTE,FORTALEZA,CE,SBFZ,26/05/2016,14:20:00,SIM,FINALIZADA,***,NÃO,NULL,,
66342,66342,66342,66342,INCIDENTE,ANÁPOLIS,GO,SWNS,27/05/2016,18:00:00,SIM,FINALIZADA,***,NÃO,NULL,,
65255,65255,65255,65255,ACIDENTE,CORUMBAÍBA,GO,****,29/05/2016,16:30:00,SIM,FINALIZADA,A-088/CENIPA/2016,SIM,2017-08-01,,
65270,65270,65270,65270,INCIDENTE GRAVE,CAMPO MAGRO,PR,****,02/06/2016,14:15:00,SIM,FINALIZADA,IG-089/CENIPA/2016,SIM,2017-06-22,,
65262,65262,65262,65262,INCIDENTE,CAMPO GRANDE,MS,SBCG,03/06/2016,18:20:00,SIM,FINALIZADA,***,NÃO,NULL,,
65290,65290,65290,65290,INCIDENTE,VOLTA REDONDA,RJ,****,03/06/2016,13:00:00,SIM,FINALIZADA,***,NÃO,NULL,,
65275,65275,65275,65275,INCIDENTE,FLORIANÓPOLIS,SC,SBFL,04/06/2016,13:00:00,SIM,FINALIZADA,***,NÃO,NULL,,
65288,65288,65288,65288,INCIDENTE,IMPERATRIZ,MA,SBIZ,06/06/2016,15:55:00,SIM,FINALIZADA,***,NÃO,NULL,,
65293,65293,65293,65293,INCIDENTE GRAVE,JUAZEIRO DO NORTE,CE,SBJU,06/06/2016,07:10:00,SIM,FINALIZADA,IG-090/CENIPA/2016,SIM,2017-08-01,,
65289,65289,65289,65289,INCIDENTE GRAVE,MARABÁ,PA,SBMA,07/06/2016,12:53:00,SIM,NULL,NULL,NÃO,NULL,,
65292,65292,65292,65292,ACIDENTE,FLORIANÓPOLIS,SC,SSKT,11/06/2016,16:37:00,SIM,FINALIZADA,A-091/CENIPA/2016,SIM,2017-05-02,,
65330,65330,65330,65330,INCIDENTE GRAVE,SANTO ANTÔNIO DO LEVERGER,MT,SWLV,12/06/2016,15:00:00,SIM,NULL,NULL,NÃO,NULL,,
65367,65367,65367,65367,ACIDENTE,MARÍLIA,SP,****,12/06/2016,14:35:00,SIM,NULL,NULL,NÃO,NULL,,
65318,65318,65318,65318,INCIDENTE GRAVE,PIRAPORA,MG,SNPX,13/06/2016,11:05:00,SIM,FINALIZADA,IG-092/CENIPA/2016,SIM,2019-10-28,,
65324,65324,65324,65324,INCIDENTE,BRASÍLIA,DF,****,13/06/2016,20:30:00,SIM,FINALIZADA,***,NÃO,NULL,,
65321,65321,65321,65321,ACIDENTE,JI-PARANÁ,RO,****,21/06/2016,10:30:00,SIM,NULL,NULL,NÃO,NULL,,
65372,65372,65372,65372,INCIDENTE,RIO DE JANEIRO,RJ,SBGL,21/06/2016,20:40:00,***,FINALIZADA,***,NÃO,NULL,,
65459,65459,65459,65459,INCIDENTE,RIO DE JANEIRO,RJ,SBJR,23/06/2016,10:32:00,SIM,FINALIZADA,***,NÃO,NULL,,
65359,65359,65359,65359,INCIDENTE GRAVE,PIRACICABA,SP,SDPW,25/06/2016,13:59:00,SIM,FINALIZADA,IG-160/CENIPA/2016,SIM,2019-05-16,,
65337,65337,65337,65337,ACIDENTE,LONDRINA,PR,SBLO,26/06/2016,20:10:00,SIM,FINALIZADA,A-093/CENIPA/2016,SIM,2018-06-25,,
65360,65360,65360,65360,ACIDENTE,JUNDIAÍ,SP,****,26/06/2016,11:10:00,SIM,FINALIZADA,A-094/CENIPA/2016,SIM,2019-05-16,,
65358,65358,65358,65358,INCIDENTE,FORTALEZA,CE,SBFZ,28/06/2016,17:00:00,SIM,FINALIZADA,***,NÃO,NULL,,
65399,65399,65399,65399,INCIDENTE,NAVEGANTES,SC,SBNF,29/06/2016,16:58:00,SIM,FINALIZADA,***,NÃO,NULL,,
65380,65380,65380,65380,INCIDENTE GRAVE,BRAGANÇA PAULISTA,SP,SBBP,30/06/2016,15:25:00,SIM,FINALIZADA,IG-095/CENIPA/2016,SIM,2019-12-18,,
65383,65383,65383,65383,ACIDENTE,BELÉM,PA,****,02/07/2016,16:25:00,SIM,FINALIZADA,A-096/CENIPA/2016,SIM,2018-05-10,,
65389,65389,65389,65389,INCIDENTE,SALVADOR,BA,SBSV,02/07/2016,15:10:00,SIM,FINALIZADA,***,NÃO,NULL,,
65392,65392,65392,65392,INCIDENTE,JUIZ DE FORA,MG,SBJF,04/07/2016,17:32:00,SIM,FINALIZADA,***,NÃO,NULL,,
65418,65418,65418,65418,INCIDENTE,BELÉM,PA,SBJC,05/07/2016,12:40:00,SIM,FINALIZADA,***,NÃO,NULL,,
65394,65394,65394,65394,ACIDENTE,PARÁ DE MINAS,MG,****,06/07/2016,16:00:00,SIM,NULL,NULL,NÃO,NULL,,
65397,65397,65397,65397,ACIDENTE,APUÍ,AM,****,07/07/2016,19:00:00,SIM,NULL,NULL,NÃO,NULL,,
65424,65424,65424,65424,ACIDENTE,SÃO JOSÉ DO XINGU,MT,****,07/07/2016,13:00:00,SIM,FINALIZADA,A-097/CENIPA/2016,SIM,2019-04-08,,
65414,65414,65414,65414,INCIDENTE GRAVE,NOVA LIMA,MG,SJLY,08/07/2016,19:50:00,SIM,FINALIZADA,IG-099/CENIPA/2016,SIM,2018-05-10,,
65421,65421,65421,65421,ACIDENTE,BOTUCATU,SP,****,08/07/2016,20:20:00,SIM,FINALIZADA,A-098/CENIPA/2016,SIM,2019-06-28,,
65413,65413,65413,65413,ACIDENTE,CURVELO,MG,SNQV,10/07/2016,16:00:00,SIM,ATIVA,A-161/CENIPA/2016,NÃO,NULL,,
65412,65412,65412,65412,INCIDENTE GRAVE,CAMPO GRANDE,MS,SBCG,12/07/2016,17:24:00,***,FINALIZADA,IG-100/CENIPA/2016,SIM,2017-10-27,,
65422,65422,65422,65422,INCIDENTE,BARRETOS,SP,SNBA,12/07/2016,17:00:00,***,FINALIZADA,***,NÃO,NULL,,
65420,65420,65420,65420,INCIDENTE,RIO DE JANEIRO,RJ,SBRJ,14/07/2016,12:06:00,SIM,FINALIZADA,***,NÃO,NULL,,
65425,65425,65425,65425,ACIDENTE,CAJATI,SP,****,17/07/2016,15:00:00,SIM,FINALIZADA,A-101/CENIPA/2016,SIM,2021-08-19,,
65426,65426,65426,65426,INCIDENTE,JUAZEIRO DO NORTE,CE,SBJU,17/07/2016,17:16:00,SIM,FINALIZADA,***,NÃO,NULL,,
65445,65445,65445,65445,ACIDENTE,SANTARÉM,PA,SNSH,19/07/2016,15:30:00,SIM,FINALIZADA,A-102/CENIPA/2016,SIM,2018-05-10,,
65446,65446,65446,65446,INCIDENTE,CURITIBA,PR,SBBI,20/07/2016,14:23:00,SIM,FINALIZADA,***,NÃO,NULL,,
65441,65441,65441,65441,INCIDENTE GRAVE,CURITIBA,PR,SBBI,21/07/2016,16:55:00,SIM,FINALIZADA,IG-103/CENIPA/2016,SIM,2017-08-01,,
65443,65443,65443,65443,INCIDENTE GRAVE,URANDI,BA,****,23/07/2016,15:30:00,NULL,FINALIZADA,NULL,NÃO,NULL,,
65460,65460,65460,65460,INCIDENTE,JAGUARUNA,SC,SBJA,23/07/2016,13:30:00,SIM,FINALIZADA,***,NÃO,NULL,,
65492,65492,65492,65492,INCIDENTE,NOVO SÃO JOAQUIM,MT,SDZX,24/07/2016,09:00:00,SIM,FINALIZADA,***,NÃO,NULL,,
65491,65491,65491,65491,INCIDENTE,NOVO SÃO JOAQUIM,MT,****,25/07/2016,15:00:00,SIM,FINALIZADA,***,NÃO,NULL,,
65450,65450,65450,65450,INCIDENTE,SÃO PAULO,SP,SBGR,26/07/2016,19:40:00,SIM,FINALIZADA,***,NÃO,NULL,,
65461,65461,65461,65461,INCIDENTE,SÃO GONÇALO DO AMARANTE,RN,SBSG,28/07/2016,17:02:00,SIM,FINALIZADA,***,NÃO,NULL,,
65471,65471,65471,65471,ACIDENTE,RIO DE JANEIRO,RJ,SDPG,29/07/2016,19:05:00,SIM,ATIVA,A-104/CENIPA/2016,NÃO,NULL,,
65469,65469,65469,65469,ACIDENTE,PIRACICABA,SP,SDPW,31/07/2016,15:00:00,SIM,FINALIZADA,IG-106/CENIPA/2016,SIM,2018-05-10,,
65483,65483,65483,65483,INCIDENTE,JUAZEIRO DO NORTE,CE,SBJU,31/07/2016,11:52:00,SIM,FINALIZADA,***,NÃO,NULL,,
65490,65490,65490,65490,ACIDENTE,LONDRINA,PR,SBLO,31/07/2016,23:57:00,SIM,FINALIZADA,A-105/CENIPA/2016,SIM,2019-01-29,,
65494,65494,65494,65494,INCIDENTE,UBERLÂNDIA,MG,SBUL,31/07/2016,01:40:00,SIM,FINALIZADA,***,NÃO,NULL,,
65496,65496,65496,65496,INCIDENTE,MARABÁ,PA,SBMA,02/08/2016,20:12:00,SIM,FINALIZADA,***,NÃO,NULL,,
65507,65507,65507,65507,INCIDENTE,VALENÇA DO PIAUÍ,PI,****,02/08/2016,16:30:00,SIM,FINALIZADA,***,NÃO,NULL,,
65493,65493,65493,65493,ACIDENTE,LÁBREA,AM,SWLB,03/08/2016,19:40:00,SIM,FINALIZADA,A-107/CENIPA/2016,SIM,2017-06-22,,
65487,65487,65487,65487,INCIDENTE,CAMPO GRANDE,MS,SBCG,04/08/2016,12:07:00,SIM,FINALIZADA,***,NÃO,NULL,,
65543,65543,65543,65543,INCIDENTE,MACAÉ,RJ,9PAA,05/08/2016,18:00:00,SIM,FINALIZADA,***,NÃO,NULL,,
65546,65546,65546,65546,ACIDENTE,NAZÁRIO,GO,****,10/08/2016,20:20:00,SIM,ATIVA,A-108/CENIPA/2016,NÃO,NULL,,
65509,65509,65509,65509,INCIDENTE GRAVE,JANUÁRIA,MG,SNJN,11/08/2016,19:00:00,SIM,FINALIZADA,IG-109/CENIPA/2016,NÃO,NULL,,
65519,65519,65519,65519,INCIDENTE,MACAÉ,RJ,SBME,11/08/2016,17:47:00,SIM,FINALIZADA,***,NÃO,NULL,,
65512,65512,65512,65512,INCIDENTE,LONDRINA,PR,SBLO,12/08/2016,14:30:00,SIM,FINALIZADA,***,NÃO,NULL,,
65518,65518,65518,65518,INCIDENTE,FORTALEZA,CE,SBFZ,12/08/2016,15:03:00,SIM,FINALIZADA,***,NÃO,NULL,,
65528,65528,65528,65528,INCIDENTE,LONDRINA,PR,SBLO,12/08/2016,12:30:00,SIM,FINALIZADA,***,NÃO,NULL,,
65516,65516,65516,65516,INCIDENTE,CURITIBA,PR,SBCT,15/08/2016,15:21:00,SIM,FINALIZADA,***,NÃO,NULL,,
65530,65530,65530,65530,INCIDENTE,SÃO PAULO,SP,SBSP,15/08/2016,18:35:00,SIM,FINALIZADA,***,NÃO,NULL,,
65536,65536,65536,65536,INCIDENTE GRAVE,MANAUS,AM,SWFN,21/08/2016,13:00:00,SIM,FINALIZADA,IG-110/CENIPA/2016,SIM,2017-06-22,,
65548,65548,65548,65548,ACIDENTE,SANTO ANTÔNIO DO LEVERGER,MT,SWLV,21/08/2016,15:00:00,SIM,FINALIZADA,A-111/CENIPA/2016,SIM,2021-09-17,,
65545,65545,65545,65545,INCIDENTE,LONDRINA,PR,SBLO,23/08/2016,12:10:00,SIM,FINALIZADA,***,NÃO,NULL,,
65563,65563,65563,65563,ACIDENTE,LAGES,SC,SBLJ,23/08/2016,15:15:00,SIM,NULL,NULL,NÃO,NULL,,
65572,65572,65572,65572,INCIDENTE,GOIÂNIA,GO,SBGO,25/08/2016,00:00:00,SIM,FINALIZADA,***,NÃO,NULL,,
65569,65569,65569,65569,ACIDENTE,SÃO JOSÉ DOS CAMPOS,SP,SBSJ,27/08/2016,12:30:00,SIM,FINALIZADA,A-112/CENIPA/2016,SIM,2021-11-16,,
65693,65693,65693,65693,INCIDENTE,GUARULHOS,SP,SBGR,27/08/2016,13:53:00,SIM,FINALIZADA,***,NÃO,NULL,,
65575,65575,65575,65575,INCIDENTE GRAVE,RIO DE JANEIRO,RJ,****,28/08/2016,20:44:00,SIM,ATIVA,IG-113/CENIPA/2016,NÃO,NULL,,
65633,65633,65633,65633,INCIDENTE GRAVE,NOVA LIMA,MG,****,31/08/2016,17:40:00,SIM,ATIVA,IG-114/CENIPA/2016,NÃO,NULL,,
65589,65589,65589,65589,INCIDENTE,SÃO PAULO,SP,SBSP,01/09/2016,13:26:00,SIM,FINALIZADA,***,NÃO,NULL,,
65627,65627,65627,65627,ACIDENTE,ALTO PARANÁ,PR,****,01/09/2016,14:30:00,SIM,NULL,NULL,NÃO,NULL,,
65632,65632,65632,65632,ACIDENTE,SORRISO,MT,SSQI,01/09/2016,19:05:00,SIM,FINALIZADA,A-115/CENIPA/2016,SIM,2017-08-01,,
65736,65736,65736,65736,INCIDENTE,ANÁPOLIS,GO,SWNS,06/09/2016,20:30:00,SIM,FINALIZADA,***,NÃO,NULL,,
65660,65660,65660,65660,INCIDENTE,JOINVILLE,SC,SBJV,07/09/2016,16:36:00,SIM,FINALIZADA,***,NÃO,NULL,,
65622,65622,65622,65622,ACIDENTE,CRUZ ALTA,RS,SSAK,08/09/2016,13:00:00,SIM,FINALIZADA,A-116/CENIPA/2016,SIM,2017-08-01,,
65623,65623,65623,65623,INCIDENTE,SÃO PAULO,SP,SBMT,08/09/2016,18:02:00,SIM,FINALIZADA,***,NÃO,NULL,,
65653,65653,65653,65653,ACIDENTE,ANGRA DOS REIS,RJ,SDAG,10/09/2016,14:10:00,SIM,ATIVA,A-117/CENIPA/2016,NÃO,NULL,,
65659,65659,65659,65659,INCIDENTE,BARBACENA,MG,SBBQ,12/09/2016,12:46:00,SIM,FINALIZADA,***,NÃO,NULL,,
65662,65662,65662,65662,INCIDENTE,CURITIBA,PR,SBCT,13/09/2016,17:00:00,SIM,FINALIZADA,***,NÃO,NULL,,
65674,65674,65674,65674,INCIDENTE,BRASÍLIA,DF,SBBR,13/09/2016,23:00:00,SIM,FINALIZADA,***,NÃO,NULL,,
65684,65684,65684,65684,INCIDENTE,CUIABÁ,MT,SBCY,14/09/2016,21:20:00,SIM,FINALIZADA,***,NÃO,NULL,,
65679,65679,65679,65679,INCIDENTE,JUNDIAÍ,SP,SBJD,15/09/2016,14:05:00,SIM,FINALIZADA,***,NÃO,NULL,,
65713,65713,65713,65713,ACIDENTE,NOVO PROGRESSO,PA,****,15/09/2016,20:40:00,SIM,FINALIZADA,A-118/CENIPA/2016,SIM,2017-05-02,,
65694,65694,65694,65694,ACIDENTE,ANAMÃ,AM,****,16/09/2016,19:00:00,SIM,NULL,NULL,NÃO,NULL,,
65714,65714,65714,65714,ACIDENTE,NOVO PROGRESSO,PA,SJNP,16/09/2016,09:55:00,SIM,FINALIZADA,A-119/CENIPA/2016,SIM,2017-08-01,,
65722,65722,65722,65722,ACIDENTE,CONTAGEM,MG,****,16/09/2016,22:20:00,SIM,FINALIZADA,A-120/CENIPA/2016,SIM,2018-05-10,,
65724,65724,65724,65724,INCIDENTE,CASCAVEL,PR,SBCA,16/09/2016,01:50:00,SIM,FINALIZADA,***,NÃO,NULL,,
65765,65765,65765,65765,INCIDENTE,ARACRUZ,ES,SIFV,16/09/2016,02:30:00,SIM,FINALIZADA,***,NÃO,NULL,,
65717,65717,65717,65717,ACIDENTE,MARAÚ,BA,SIRI,17/09/2016,11:45:00,SIM,FINALIZADA,A-121/CENIPA/2016,SIM,2017-10-27,,
65695,65695,65695,65695,INCIDENTE,GUARULHOS,SP,SBGR,18/09/2016,02:37:00,SIM,FINALIZADA,***,NÃO,NULL,,
65716,65716,65716,65716,ACIDENTE,VOTUPORANGA,SP,SDVG,18/09/2016,19:45:00,SIM,FINALIZADA,A-122/CENIPA/2016,SIM,2018-09-24,,
65715,65715,65715,65715,INCIDENTE,OURO BRANCO,MG,****,19/09/2016,18:20:00,SIM,FINALIZADA,***,NÃO,NULL,,
65750,65750,65750,65750,ACIDENTE,MIRANDA,MS,****,19/09/2016,20:50:00,SIM,FINALIZADA,A-123/CENIPA/2016,SIM,2017-10-27,,
65758,65758,65758,65758,INCIDENTE,BRASÍLIA,DF,****,19/09/2016,18:30:00,SIM,FINALIZADA,***,NÃO,NULL,,
65754,65754,65754,65754,ACIDENTE,SÃO JOSÉ DO RIO PRETO,SP,****,21/09/2016,14:15:00,SIM,FINALIZADA,A-124/CENIPA/2016,SIM,2021-02-12,,
65774,65774,65774,65774,ACIDENTE,CAMPINÁPOLIS,MT,****,22/09/2016,22:10:00,SIM,FINALIZADA,A-125/CENIPA/2016,SIM,2019-04-08,,
65741,65741,65741,65741,INCIDENTE,GUARULHOS,SP,SBGR,23/09/2016,23:13:00,SIM,FINALIZADA,***,NÃO,NULL,,
